一级分类,品名,平均价,单位,产地,发布日期,规格
粮油,田满村稻花香米,3.15,斤,,2025-03-31 00:00:00,
粮油,亮珠河珍珠米,2.15,斤,,2025-03-31 00:00:00,
粮油,古船大米,2.4,斤,,2025-03-31 00:00:00,蓝
粮油,北大荒精洁米,2.45,斤,,2025-03-31 00:00:00,
粮油,古船龙粳长粒大米,2.8,斤,,2025-03-31 00:00:00,
粮油,宏盛鑫源长粒香大米,2.85,斤,,2025-03-31 00:00:00,
粮油,福稻梁源长粒清香米,2.45,斤,,2025-03-31 00:00:00,
粮油,亮珠河长粒香米,2.95,斤,,2025-03-31 00:00:00,
粮油,金龙鱼东北大米,2.95,斤,,2025-03-31 00:00:00,
粮油,亿田粮田稻花香,5.75,斤,,2025-03-31 00:00:00,
粮油,乔府大院稻花香,4.9,斤,,2025-03-31 00:00:00,
粮油,秋然香米,3.05,斤,,2025-03-31 00:00:00,
粮油,农禾香长粒香米,2.95,斤,,2025-03-31 00:00:00,
粮油,松花江大米,2.15,斤,,2025-03-31 00:00:00,
粮油,京丽圆长粒香米,2.7,斤,,2025-03-31 00:00:00,
粮油,兴安盟魏佳稻花香,4.25,斤,,2025-03-31 00:00:00,
粮油,兴安盟魏佳长粒香,3.0,斤,,2025-03-31 00:00:00,
粮油,兴安盟魏佳大米,2.5,斤,,2025-03-31 00:00:00,
粮油,古船富强粉,1.88,斤,,2025-03-31 00:00:00,5kg
粮油,古船富强粉,1.54,斤,,2025-03-31 00:00:00,25kg
粮油,古船标准粉,1.43,斤,,2025-03-31 00:00:00,25kg
粮油,五得利富强粉,2.03,斤,,2025-03-31 00:00:00,5kg
粮油,五得利富强粉,1.56,斤,,2025-03-31 00:00:00,25kg
粮油,五得利特精粉,1.62,斤,,2025-03-31 00:00:00,25kg
粮油,五得利标准粉,1.53,斤,,2025-03-31 00:00:00,25kg
粮油,五得利雪花粉,2.05,斤,,2025-03-31 00:00:00,25kg
粮油,元宝富强粉,1.56,斤,,2025-03-31 00:00:00,25kg
粮油,好面缘面粉,2.27,斤,,2025-03-31 00:00:00,25kg
粮油,小米,5.0,斤,,2025-03-31 00:00:00,
粮油,南方江米,3.5,斤,,2025-03-31 00:00:00,
粮油,北方江米,3.15,斤,,2025-03-31 00:00:00,
粮油,黑香米,3.75,斤,,2025-03-31 00:00:00,
粮油,紫米,4.25,斤,,2025-03-31 00:00:00,
粮油,麦仁,2.75,斤,,2025-03-31 00:00:00,
粮油,薏仁米,6.5,斤,,2025-03-31 00:00:00,
粮油,高粱米,3.15,斤,,2025-03-31 00:00:00,
粮油,爆花玉米,3.9,斤,,2025-03-31 00:00:00,
粮油,小玉米,3.25,斤,,2025-03-31 00:00:00,
粮油,玉米面,2.15,斤,,2025-03-31 00:00:00,
粮油,玉米渣,2.15,斤,,2025-03-31 00:00:00,
粮油,小米面,5.0,斤,,2025-03-31 00:00:00,
粮油,江米面,3.5,斤,,2025-03-31 00:00:00,水磨
粮油,江米面,3.25,斤,,2025-03-31 00:00:00,
粮油,荞麦面,3.75,斤,,2025-03-31 00:00:00,
粮油,莜麦面,3.75,斤,,2025-03-31 00:00:00,
粮油,大麦,2.9,斤,,2025-03-31 00:00:00,
粮油,金龙鱼非转基因大豆油,57.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,绿宝大豆油,45.25,桶,,2025-03-31 00:00:00,5L/桶
粮油,绿宝调和油,59.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,绿宝花生油,94.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,福临门大豆油,45.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,福临门花生油,95.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,福临门调和油,54.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,福临门菜籽油,63.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,福临门非转基因玉米油,62.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,福临门非转基因葵花籽油,63.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,福临门非转基因大豆油,56.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,元宝牌大豆油,88.5,桶,,2025-03-31 00:00:00,10L/桶
粮油,古币香油,21.0,瓶,,2025-03-31 00:00:00,450g/瓶
粮油,汇福大豆油,44.25,桶,,2025-03-31 00:00:00,5L/桶
粮油,鸿鹤大豆油,52.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,非转基因九三大豆油,64.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,鲁花花生油,147.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,鲁花非转基因大豆油,91.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,多力葵花籽油,77.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,乐初非转基因大豆油,99.5,桶,,2025-03-31 00:00:00,10L/桶
粮油,燕麦,3.1,斤,,2025-03-31 00:00:00,
粮油,黄豆,3.4,斤,,2025-03-31 00:00:00,
粮油,绿豆,5.5,斤,,2025-03-31 00:00:00,
粮油,红小豆,7.0,斤,,2025-03-31 00:00:00,
粮油,青豆,5.25,斤,,2025-03-31 00:00:00,
粮油,黑豆,5.75,斤,,2025-03-31 00:00:00,
粮油,白芸豆,12.5,斤,,2025-03-31 00:00:00,
粮油,红芸豆,8.75,斤,,2025-03-31 00:00:00,
粮油,猫眼豆,5.5,斤,,2025-03-31 00:00:00,
粮油,青豌豆,3.25,斤,,2025-03-31 00:00:00,
粮油,蚕豆,4.75,斤,,2025-03-31 00:00:00,
粮油,奶花豆,6.75,斤,,2025-03-31 00:00:00,
粮油,花生米,7.0,斤,,2025-03-31 00:00:00,
粮油,豇豆,7.5,斤,,2025-03-31 00:00:00,
粮油,白芝麻,9.5,斤,,2025-03-31 00:00:00,
粮油,黑芝麻,9.5,斤,,2025-03-31 00:00:00,
粮油,金龙鱼大豆油,45.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,金龙鱼调和油,59.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,金龙鱼非转基因玉米油,62.5,桶,,2025-03-31 00:00:00,5L/桶
粮油,金龙鱼非转基因葵花籽油,64.0,桶,,2025-03-31 00:00:00,5L/桶
粮油,古船大豆油,41.75,桶,,2025-03-31 00:00:00,4.5L/桶
粮油,古船非转基因大豆油,103.0,桶,,2025-03-31 00:00:00,10L/桶
粮油,大豆油,173.5,桶,,2025-03-31 00:00:00,20L/桶
水果,蛇果,12.5,斤,美国,2025-03-31 00:00:00,
水果,无籽红提,14.25,斤,秘鲁,2025-03-31 00:00:00,
水果,黑提金手指,24.0,斤,澳洲,2025-03-31 00:00:00,
水果,新奇士,9.75,斤,澳洲,2025-03-31 00:00:00,
水果,埃及橙,5.65,斤,埃及,2025-03-31 00:00:00,
水果,啤梨,13.0,斤,比利时,2025-03-31 00:00:00,
水果,无籽红提,14.0,斤,智利,2025-03-31 00:00:00,
水果,无籽红提,13.5,斤,澳洲,2025-03-31 00:00:00,
水果,山竹,20.0,斤,印尼,2025-03-31 00:00:00,
水果,榴莲,46.5,斤,泰国,2025-03-31 00:00:00,金枕
水果,榴莲,42.5,斤,越南,2025-03-31 00:00:00,干尧
水果,火龙果,4.75,斤,越南,2025-03-31 00:00:00,
水果,龙眼,6.75,斤,泰国,2025-03-31 00:00:00,
水果,椰青,13.5,个,泰国,2025-03-31 00:00:00,
水果,恐龙蛋,31.0,斤,美国,2025-03-31 00:00:00,
水果,青柚,10.5,斤,泰国,2025-03-31 00:00:00,
水果,西柚,5.5,斤,南非,2025-03-31 00:00:00,
水果,牛油果,16.5,斤,秘鲁,2025-03-31 00:00:00,
水果,李子,35.0,斤,美国,2025-03-31 00:00:00,
水果,蓝莓,32.5,斤,秘鲁,2025-03-31 00:00:00,
水果,释迦,20.0,斤,泰国,2025-03-31 00:00:00,
水果,柠檬,7.25,斤,南非,2025-03-31 00:00:00,
水果,百香果,7.5,斤,越南,2025-03-31 00:00:00,
水果,姬娜果,11.5,斤,美国,2025-03-31 00:00:00,
水果,树莓,70.5,斤,,2025-03-31 00:00:00,
水果,青苹果,13.25,斤,美国,2025-03-31 00:00:00,
水果,菠萝蜜,5.75,斤,越南,2025-03-31 00:00:00,
水果,火参果,7.75,个,新西兰,2025-03-31 00:00:00,
水果,油桃,16.0,斤,澳洲,2025-03-31 00:00:00,
水果,黑莓,73.0,斤,,2025-03-31 00:00:00,
水果,凤梨,5.8,斤,菲律宾,2025-03-31 00:00:00,
水果,空心脆枣,8.25,斤,,2025-03-31 00:00:00,
水果,无花果,31.5,斤,,2025-03-31 00:00:00,
水果,大榛,31.5,斤,,2025-03-31 00:00:00,
水果,胡桃,70.0,斤,,2025-03-31 00:00:00,
水果,国产杏仁,34.0,斤,,2025-03-31 00:00:00,
水果,普核桃,11.0,斤,,2025-03-31 00:00:00,
水果,长寿果,40.0,斤,,2025-03-31 00:00:00,
水果,绿茶南瓜子,16.5,斤,,2025-03-31 00:00:00,
水果,葡萄干,24.0,斤,,2025-03-31 00:00:00,
水果,杏核,18.5,斤,,2025-03-31 00:00:00,
水果,桂圆,14.5,斤,,2025-03-31 00:00:00,
水果,花生,9.25,斤,,2025-03-31 00:00:00,
水果,蚕豆,9.25,斤,,2025-03-31 00:00:00,
水果,生腰果,41.5,斤,,2025-03-31 00:00:00,
水果,青豆,8.0,斤,,2025-03-31 00:00:00,
水果,莲子,33.5,斤,,2025-03-31 00:00:00,
水果,情人梅,15.5,斤,,2025-03-31 00:00:00,
水果,核桃仁,24.0,斤,,2025-03-31 00:00:00,
水果,白薯干,13.0,斤,,2025-03-31 00:00:00,
水果,毛榛子,20.5,斤,,2025-03-31 00:00:00,
水果,杏肉,24.0,斤,,2025-03-31 00:00:00,
水果,话梅,14.0,斤,,2025-03-31 00:00:00,
水果,松子,62.5,斤,,2025-03-31 00:00:00,
水果,鲍鱼果,35.0,斤,,2025-03-31 00:00:00,
水果,香蕉干,14.25,斤,,2025-03-31 00:00:00,
水果,开心果,49.0,斤,,2025-03-31 00:00:00,
水果,美杏仁,37.0,斤,,2025-03-31 00:00:00,
水果,夏威夷果,29.5,斤,,2025-03-31 00:00:00,
水果,猕猴桃干,13.0,斤,,2025-03-31 00:00:00,
水果,薄皮核桃,14.5,斤,,2025-03-31 00:00:00,
水果,葵花籽,14.75,斤,,2025-03-31 00:00:00,
水果,黑瓜子,14.5,斤,,2025-03-31 00:00:00,
水果,白瓜子,22.0,斤,,2025-03-31 00:00:00,
水果,新疆干枣,20.5,斤,,2025-03-31 00:00:00,散装
水果,山楂干,16.5,斤,,2025-03-31 00:00:00,
水果,熟腰果,40.0,斤,,2025-03-31 00:00:00,
水果,巴旦木,29.0,斤,,2025-03-31 00:00:00,
水果,五香花生米,10.75,斤,,2025-03-31 00:00:00,
豆制品,北豆腐,1.93,斤,,2025-03-31 00:00:00,屉
豆制品,南豆腐,1.93,斤,,2025-03-31 00:00:00,屉
豆制品,白玉北豆腐,3.8,盒,,2025-03-31 00:00:00,
豆制品,香香北豆腐,2.9,盒,,2025-03-31 00:00:00,
豆制品,白玉南豆腐,5.25,盒,,2025-03-31 00:00:00,
豆制品,豆腐丝,4.4,斤,,2025-03-31 00:00:00,散
豆制品,精品豆腐丝,5.75,袋,,2025-03-31 00:00:00,
豆制品,豆腐皮,4.25,斤,,2025-03-31 00:00:00,散
豆制品,豆腐干,3.75,斤,,2025-03-31 00:00:00,散
豆制品,精品豆腐干,4.5,袋,,2025-03-31 00:00:00,
豆制品,豆腐泡,4.75,斤,,2025-03-31 00:00:00,散
豆制品,精品豆腐泡,4.5,袋,,2025-03-31 00:00:00,
豆制品,白玉内酯豆腐,2.1,盒,,2025-03-31 00:00:00,
豆制品,香香内脂豆腐,1.35,盒,,2025-03-31 00:00:00,
豆制品,白玉豆浆,2.35,袋,,2025-03-31 00:00:00,
调料,海带,16.0,斤,,2025-03-31 00:00:00,
调料,龙口粉丝,7.0,斤,,2025-03-31 00:00:00,
调料,虾皮,19.0,斤,,2025-03-31 00:00:00,
调料,海米,32.5,斤,,2025-03-31 00:00:00,
调料,香菇,32.5,斤,,2025-03-31 00:00:00,
调料,花菇,45.0,斤,,2025-03-31 00:00:00,
调料,木耳,45.0,斤,,2025-03-31 00:00:00,
调料,银耳,27.5,斤,,2025-03-31 00:00:00,
调料,黄花菜,32.5,斤,,2025-03-31 00:00:00,
调料,紫菜,45.0,斤,,2025-03-31 00:00:00,
调料,梅菜,9.0,斤,,2025-03-31 00:00:00,
调料,新一代干辣椒,16.0,斤,,2025-03-31 00:00:00,
调料,子弹头干辣椒,16.5,斤,,2025-03-31 00:00:00,
调料,灯笼椒,18.5,斤,,2025-03-31 00:00:00,
调料,辣椒王,16.0,斤,,2025-03-31 00:00:00,
调料,辣椒面,14.0,斤,,2025-03-31 00:00:00,
调料,大料,32.5,斤,,2025-03-31 00:00:00,
调料,花椒,37.5,斤,,2025-03-31 00:00:00,
调料,肉蔻,39.0,斤,,2025-03-31 00:00:00,
调料,丁香,37.5,斤,,2025-03-31 00:00:00,
调料,良姜,22.5,斤,,2025-03-31 00:00:00,
调料,生姜片,18.0,斤,,2025-03-31 00:00:00,
调料,香叶,34.0,斤,,2025-03-31 00:00:00,
调料,麻椒,32.5,斤,,2025-03-31 00:00:00,
调料,腐竹,11.5,斤,,2025-03-31 00:00:00,
调料,甘草,19.0,斤,,2025-03-31 00:00:00,
调料,白芷,20.0,斤,,2025-03-31 00:00:00,
调料,金钱菇,45.0,斤,,2025-03-31 00:00:00,
调料,珍珠香菇,42.5,斤,,2025-03-31 00:00:00,
调料,孜然,20.0,斤,,2025-03-31 00:00:00,
调料,枸杞,27.5,斤,,2025-03-31 00:00:00,
调料,桂皮,20.0,斤,,2025-03-31 00:00:00,
调料,味精,5.25,斤,,2025-03-31 00:00:00,
调料,京晶食盐,1.35,斤,,2025-03-31 00:00:00,
调料,雪景绵白糖,4.05,斤,,2025-03-31 00:00:00,
调料,玉泰淀粉,2.55,斤,,2025-03-31 00:00:00,
调料,王致和腐乳,7.0,斤,,2025-03-31 00:00:00,
调料,莲籽,32.5,斤,,2025-03-31 00:00:00,
调料,耗油,2.75,斤,,2025-03-31 00:00:00,
调料,红糖,5.25,斤,,2025-03-31 00:00:00,
调料,海带丝,13.5,斤,,2025-03-31 00:00:00,
调料,番茄酱,6.0,斤,,2025-03-31 00:00:00,
调料,米醋,2.4,斤,,2025-03-31 00:00:00,
调料,陈醋,2.5,斤,,2025-03-31 00:00:00,
调料,海鲜酱油,6.0,斤,,2025-03-31 00:00:00,
调料,料酒,1.5,斤,,2025-03-31 00:00:00,
调料,黄豆酱,4.5,斤,,2025-03-31 00:00:00,
调料,粉条,6.5,斤,,2025-03-31 00:00:00,
蔬菜,大白菜,0.4,斤,冀鲁鄂,2025-03-31 00:00:00,
蔬菜,娃娃菜,1.05,斤,云,2025-03-31 00:00:00,
蔬菜,小白菜,0.9,斤,冀,2025-03-31 00:00:00,
蔬菜,圆白菜,0.7,斤,冀鄂鲁苏,2025-03-31 00:00:00,甘蓝
蔬菜,紫甘蓝,1.75,斤,云,2025-03-31 00:00:00,
蔬菜,芹菜,0.75,斤,津鲁,2025-03-31 00:00:00,
蔬菜,西芹,1.65,斤,辽,2025-03-31 00:00:00,
蔬菜,菠菜,1.1,斤,鲁冀,2025-03-31 00:00:00,
蔬菜,莴笋,1.35,斤,皖浙闽津,2025-03-31 00:00:00,
蔬菜,团生菜,2.65,斤,冀,2025-03-31 00:00:00,
蔬菜,罗马生菜,2.4,斤,云,2025-03-31 00:00:00,
蔬菜,散叶生菜,2.3,斤,辽京,2025-03-31 00:00:00,
蔬菜,油菜,1.25,斤,皖京鲁,2025-03-31 00:00:00,
蔬菜,香菜,2.0,斤,冀,2025-03-31 00:00:00,
蔬菜,茴香,2.75,斤,冀,2025-03-31 00:00:00,
蔬菜,韭菜,2.25,斤,冀,2025-03-31 00:00:00,
蔬菜,苦菊,3.25,斤,辽冀,2025-03-31 00:00:00,
蔬菜,油麦菜,1.2,斤,京冀,2025-03-31 00:00:00,
蔬菜,散菜花,2.0,斤,云苏豫,2025-03-31 00:00:00,
蔬菜,绿菜花,2.05,斤,浙,2025-03-31 00:00:00,
蔬菜,绿豆芽,0.98,斤,,2025-03-31 00:00:00,
蔬菜,黄豆芽,0.88,斤,,2025-03-31 00:00:00,
蔬菜,番茄,1.7,斤,冀鲁,2025-03-31 00:00:00,黑框
蔬菜,番茄,2.6,斤,冀鲁,2025-03-31 00:00:00,纸箱\泡沫箱
蔬菜,番茄,2.9,斤,蒙鲁,2025-03-31 00:00:00,白框
蔬菜,黄瓜,1.65,斤,辽冀鲁,2025-03-31 00:00:00,袋\箱
蔬菜,黄瓜,2.5,斤,冀辽,2025-03-31 00:00:00,干花\鲜花
蔬菜,小黄瓜,3.75,斤,辽鲁,2025-03-31 00:00:00,旱
蔬菜,小黄瓜,4.65,斤,辽鲁,2025-03-31 00:00:00,荷兰
蔬菜,茄子,2.0,斤,冀云,2025-03-31 00:00:00,圆茄
蔬菜,长茄,1.75,斤,辽冀,2025-03-31 00:00:00,
蔬菜,线茄,2.6,斤,冀闽,2025-03-31 00:00:00,
蔬菜,广茄,2.1,斤,闽云,2025-03-31 00:00:00,
蔬菜,冬瓜,1.45,斤,琼,2025-03-31 00:00:00,吊
蔬菜,冬瓜,1.15,斤,新琼,2025-03-31 00:00:00,地
蔬菜,毛冬瓜,2.0,斤,琼冀,2025-03-31 00:00:00,长\小
蔬菜,架豆,3.9,斤,云鲁,2025-03-31 00:00:00,
蔬菜,豆王,5.15,斤,云鲁,2025-03-31 00:00:00,
蔬菜,扁豆,5.15,斤,鲁,2025-03-31 00:00:00,
蔬菜,豇豆,5.25,斤,琼鲁,2025-03-31 00:00:00,
蔬菜,白豆,4.5,斤,鲁,2025-03-31 00:00:00,
蔬菜,油豆,7.75,斤,鲁,2025-03-31 00:00:00,
蔬菜,毛豆,3.9,斤,琼,2025-03-31 00:00:00,
蔬菜,花生,4.75,斤,苏,2025-03-31 00:00:00,泥\洗
蔬菜,玉米,2.95,斤,粤琼,2025-03-31 00:00:00,黄
蔬菜,青萝卜,1.15,斤,津豫鲁,2025-03-31 00:00:00,
蔬菜,胡萝卜,1.55,斤,鲁闽,2025-03-31 00:00:00,泥
蔬菜,胡萝卜,1.38,斤,闽,2025-03-31 00:00:00,洗
蔬菜,土豆,1.03,斤,陕蒙,2025-03-31 00:00:00,存
蔬菜,土豆,1.6,斤,桂云,2025-03-31 00:00:00,新
蔬菜,葱头,0.7,斤,甘云,2025-03-31 00:00:00,黄
蔬菜,葱头,1.03,斤,云甘,2025-03-31 00:00:00,红
蔬菜,山药,3.25,斤,豫鲁,2025-03-31 00:00:00,脆
蔬菜,山药,3.5,斤,冀,2025-03-31 00:00:00,麻
蔬菜,山药,5.5,斤,豫冀,2025-03-31 00:00:00,铁棍
蔬菜,莲藕,3.5,斤,津苏,2025-03-31 00:00:00,泥\洗
蔬菜,红薯,1.8,斤,冀,2025-03-31 00:00:00,龙薯九
蔬菜,红薯,2.6,斤,冀,2025-03-31 00:00:00,西瓜红\烟薯
蔬菜,紫薯,2.4,斤,冀粤,2025-03-31 00:00:00,
蔬菜,荸荠,3.25,斤,皖,2025-03-31 00:00:00,带皮
蔬菜,荸荠,5.25,斤,皖,2025-03-31 00:00:00,去皮
蔬菜,芋头,2.75,斤,鲁,2025-03-31 00:00:00,小
蔬菜,芋头,6.75,斤,粤,2025-03-31 00:00:00,大
蔬菜,姜,4.5,斤,鲁,2025-03-31 00:00:00,姜头
蔬菜,姜,5.5,斤,鲁,2025-03-31 00:00:00,整姜
蔬菜,玉米,2.55,斤,粤琼,2025-03-31 00:00:00,白\花
蔬菜,苦瓜,3.25,斤,鲁,2025-03-31 00:00:00,
蔬菜,丝瓜,3.0,斤,豫冀鲁,2025-03-31 00:00:00,
蔬菜,西葫芦,1.35,斤,鲁,2025-03-31 00:00:00,袋\箱
蔬菜,贝贝南瓜,4.35,斤,琼,2025-03-31 00:00:00,
蔬菜,金丝南瓜,1.5,斤,琼桂,2025-03-31 00:00:00,
蔬菜,板栗南瓜,2.55,斤,桂琼,2025-03-31 00:00:00,
蔬菜,南北瓜,2.15,斤,冀琼,2025-03-31 00:00:00,
蔬菜,尖椒,2.3,斤,辽鲁,2025-03-31 00:00:00,袋\箱
蔬菜,红尖椒,3.0,斤,鲁,2025-03-31 00:00:00,
蔬菜,美人椒,5.5,斤,鲁云,2025-03-31 00:00:00,
蔬菜,螺丝椒,4.5,斤,鲁辽冀,2025-03-31 00:00:00,
蔬菜,柿子椒,2.15,斤,鲁,2025-03-31 00:00:00,袋\箱
蔬菜,线椒,5.25,斤,鲁粤,2025-03-31 00:00:00,绿
蔬菜,杭椒,3.75,斤,鲁粤,2025-03-31 00:00:00,
蔬菜,小米椒,14.5,斤,云,2025-03-31 00:00:00,
蔬菜,彩椒,5.75,斤,鲁,2025-03-31 00:00:00,红\黄
蔬菜,白萝卜,0.6,斤,鄂川,2025-03-31 00:00:00,
蔬菜,心里美,1.7,斤,冀,2025-03-31 00:00:00,
蔬菜,卞萝卜,0.93,斤,冀,2025-03-31 00:00:00,
蔬菜,大蒜,6.0,斤,豫苏鲁,2025-03-31 00:00:00,老
蔬菜,大蒜,3.2,斤,云,2025-03-31 00:00:00,新
蔬菜,蒜米,4.9,斤,鲁,2025-03-31 00:00:00,机剥\手工
蔬菜,大葱,1.3,斤,苏闽,2025-03-31 00:00:00,净
蔬菜,小葱,3.25,斤,冀辽,2025-03-31 00:00:00,
蔬菜,蒜苗,4.0,斤,鲁,2025-03-31 00:00:00,蒜薹
蔬菜,蒜黄,5.25,斤,冀,2025-03-31 00:00:00,
蔬菜,青蒜,1.6,斤,鲁苏,2025-03-31 00:00:00,
蔬菜,平菇,2.25,斤,京冀,2025-03-31 00:00:00,
蔬菜,香菇,4.75,斤,冀,2025-03-31 00:00:00,
蔬菜,白玉菇,4.5,斤,豫,2025-03-31 00:00:00,
蔬菜,口蘑,7.6,斤,豫,2025-03-31 00:00:00,
蔬菜,杏鲍菇,2.75,斤,豫,2025-03-31 00:00:00,
蔬菜,金针菇,2.3,斤,皖鲁,2025-03-31 00:00:00,
蔬菜,油菜,1.1,斤,,2025-03-31 00:00:00,
蔬菜,小白菜,2.25,斤,,2025-03-31 00:00:00,
蔬菜,油麦菜,1.1,斤,,2025-03-31 00:00:00,
蔬菜,奶白菜,4.6,斤,,2025-03-31 00:00:00,
蔬菜,散生菜,3.0,斤,,2025-03-31 00:00:00,
蔬菜,香葱,4.0,斤,,2025-03-31 00:00:00,
蔬菜,茼蒿,4.5,斤,,2025-03-31 00:00:00,
蔬菜,蒿子秆,4.5,斤,,2025-03-31 00:00:00,
蔬菜,水萝卜,3.15,斤,,2025-03-31 00:00:00,
蔬菜,樱桃萝卜,2.75,斤,,2025-03-31 00:00:00,
蔬菜,香芹,2.1,斤,,2025-03-31 00:00:00,
蔬菜,菠菜,3.5,斤,,2025-03-31 00:00:00,
蔬菜,苋菜,4.6,斤,,2025-03-31 00:00:00,
蔬菜,菊花菜,2.4,斤,,2025-03-31 00:00:00,
蔬菜,黄心菜,5.05,斤,,2025-03-31 00:00:00,
蔬菜,青蒜,2.9,斤,,2025-03-31 00:00:00,
蔬菜,盖菜,1.55,斤,,2025-03-31 00:00:00,
蔬菜,芥兰,3.0,斤,,2025-03-31 00:00:00,
蔬菜,菜心,2.35,斤,,2025-03-31 00:00:00,
蔬菜,空心菜,5.0,斤,,2025-03-31 00:00:00,
蔬菜,鸡毛菜,3.55,斤,,2025-03-31 00:00:00,
蔬菜,荠菜,6.25,斤,,2025-03-31 00:00:00,
蔬菜,荆芥,5.5,斤,,2025-03-31 00:00:00,
蔬菜,豌豆苗,5.25,斤,,2025-03-31 00:00:00,
蔬菜,快菜,0.7,斤,,2025-03-31 00:00:00,
蔬菜,苦菊,4.0,斤,,2025-03-31 00:00:00,
蔬菜,穿心莲,3.0,斤,,2025-03-31 00:00:00,
蔬菜,木耳菜,4.15,斤,,2025-03-31 00:00:00,
水果,椰青,6.5,个,,2025-03-31 00:00:00,
水果,箱装菠萝,2.45,斤,,2025-03-31 00:00:00,
水果,国产凤梨,5.75,斤,,2025-03-31 00:00:00,
水果,圣女果,7.1,斤,,2025-03-31 00:00:00,千禧
水果,百香果,8.0,斤,,2025-03-31 00:00:00,
水果,人参果,6.0,斤,,2025-03-31 00:00:00,
水果,九九草莓,12.0,斤,,2025-03-31 00:00:00,
水果,蓝莓,40.0,斤,,2025-03-31 00:00:00,
水果,火龙果,6.5,斤,,2025-03-31 00:00:00,红
水果,火龙果,5.5,斤,,2025-03-31 00:00:00,白
水果,木瓜,5.75,斤,,2025-03-31 00:00:00,
水果,柿饼,8.5,斤,,2025-03-31 00:00:00,
水果,桑葚,8.5,斤,,2025-03-31 00:00:00,
水果,甘蔗,2.5,斤,,2025-03-31 00:00:00,
水果,桑葚,7.5,斤,,2025-03-31 00:00:00,
水果,柠檬,3.75,斤,,2025-03-31 00:00:00,
水果,山楂,3.0,斤,,2025-03-31 00:00:00,
水果,姑娘果（灯笼果）,14.0,斤,,2025-03-31 00:00:00,
水果,黄油桃,11.5,斤,,2025-03-31 00:00:00,
水果,春雪,13.5,斤,,2025-03-31 00:00:00,
水果,猕猴桃（徐香）,4.25,斤,,2025-03-31 00:00:00,
水果,猕猴桃（海沃德）,3.75,斤,,2025-03-31 00:00:00,
水果,李子,13.5,斤,,2025-03-31 00:00:00,
水果,无籽小号-大号,3.3,斤,,2025-03-31 00:00:00,
水果,麒麟,4.6,斤,,2025-03-31 00:00:00,甜蜜蜜
水果,黑美人,2.5,斤,,2025-03-31 00:00:00,
水果,特小凤,3.55,斤,,2025-03-31 00:00:00,
水果,L600吊秧瓜,5.25,斤,,2025-03-31 00:00:00,
水果,甜王,2.75,斤,,2025-03-31 00:00:00,
水果,国产香蕉,3.9,斤,,2025-03-31 00:00:00,
水果,进口香蕉,4.3,斤,,2025-03-31 00:00:00,菲律宾、老挝
水果,泰国香蕉,13.0,斤,,2025-03-31 00:00:00,帝王蕉
水果,晓蜜25号,4.05,斤,,2025-03-31 00:00:00,
水果,黄金瓜／金蜜,3.55,斤,,2025-03-31 00:00:00,
水果,玉菇,3.75,斤,,2025-03-31 00:00:00,奶香蜜
水果,网纹,5.5,斤,,2025-03-31 00:00:00,
水果,羊角蜜,5.75,斤,,2025-03-31 00:00:00,六一
水果,花蕾甜瓜,6.65,斤,,2025-03-31 00:00:00,
水果,鸭梨,1.95,斤,,2025-03-31 00:00:00,
水果,雪花梨,1.8,斤,,2025-03-31 00:00:00,
水果,皇冠梨,3.0,斤,,2025-03-31 00:00:00,纸箱
水果,南果梨,3.75,斤,,2025-03-31 00:00:00,
水果,丰水梨,3.6,斤,,2025-03-31 00:00:00,
水果,酥梨,2.4,斤,,2025-03-31 00:00:00,
水果,库尔勒香梨,3.65,斤,,2025-03-31 00:00:00,
水果,红香酥梨,2.4,斤,,2025-03-31 00:00:00,
水果,红啤梨,4.25,斤,,2025-03-31 00:00:00,
水果,玉露香梨,3.75,斤,,2025-03-31 00:00:00,
水果,秋月梨,3.75,斤,,2025-03-31 00:00:00,
水果,沙糖桔,3.5,斤,,2025-03-31 00:00:00,
水果,丑橘,3.45,斤,,2025-03-31 00:00:00,
水果,爱媛,4.25,斤,,2025-03-31 00:00:00,
水果,沃柑(贵妃柑),3.25,斤,,2025-03-31 00:00:00,
水果,伦晚脐橙,4.0,斤,,2025-03-31 00:00:00,
水果,耙耙柑,5.25,斤,,2025-03-31 00:00:00,
水果,芦柑,2.15,斤,,2025-03-31 00:00:00,
水果,金桔,7.25,斤,,2025-03-31 00:00:00,
水果,油桃,9.5,斤,,2025-03-31 00:00:00,
